#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-19T16:49:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61e8406795e9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/table1}&key:source=J/A+A/640/A1/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/640/A1/table1
#-order=I
#-out=Cluster
#-out=RA_ICRS
#-out=DE_ICRS
#-out=nbstars07
#-out=pmRA*
#-out=pmDE
#-out=plx
#-out=AgeNN
#-out=AVNN
#-out=DMNN
#-out=DistPc
#

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_table1:
#Name: J/A+A/640/A1/table1
#Title: Mean cluster parameters
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	RA_ICRS	(F7.3)	[] Mean right ascension of members (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F7.3)	Mean declination of members (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	nbstars07	(I4)	Number of members with proba over 0.7	[ucd=meta.number]
#Column	pmRA*	(F7.3)	Mean proper motion along RA of members, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F6.3)	Mean parallax of members	[ucd=pos.parallax.trig]
#Column	AgeNN	(F5.2)	? Age (logt) of the cluster	[ucd=time.age]
#Column	AVNN	(F5.2)	? Extinction Av of the cluster	[ucd=phys.absorption]
#Column	DMNN	(F5.2)	? Distance modulus of the cluster	[ucd=phot.mag.distMod]
#Column	DistPc	(F6)	? Distance in parsecs (converted distance modulus)	[ucd=pos.distance;pos.heliocentric]
Cluster	RA_ICRS	DE_ICRS	nbstars07	pmRA*	pmDE	plx	AgeNN	AVNN	DMNN	DistPc
UBC_47           	041.996	+63.789	  24	  1.192	 -1.103	 0.647	 8.39	 2.24	10.90	  1514
UBC_470          	121.799	-30.880	  22	 -2.654	  3.174	 0.251	 7.51	 0.86	13.02	  4012
UBC_471          	121.561	-33.053	  49	 -2.828	  3.775	 0.193	 8.85	 0.91	13.21	  4389
UBC_472          	120.760	-35.070	  32	 -1.204	  1.334	 0.485	 9.33	 1.58	11.48	  1977
UBC_473          	122.648	-34.297	  24	 -2.637	  2.567	 0.168	 8.87	 0.78	13.27	  4498
UBC_474          	124.866	-33.216	  66	 -2.692	  3.260	 0.162	 8.87	 0.54	13.49	  4990
UBC_475          	123.892	-33.904	  19	 -2.879	  2.907	 0.488	 7.60	 0.65	11.51	  2004
UBC_476          	126.579	-33.835	  54	 -3.113	  2.691	 0.203	 7.94	 1.00	13.05	  4071
UBC_478          	119.399	-44.648	  45	 -2.615	  5.924	 0.321	 9.13	 0.47	12.28	  2859
UBC_479          	124.338	-42.582	  33	 -4.814	  5.119	 0.648	 7.31	 0.70	10.84	  1473
UBC_480          	119.954	-50.636	  13	 -5.373	  5.670	 2.077	 8.32	 0.08	 8.41	   481
UBC_482          	131.140	-45.951	  97	 -5.155	  4.977	 0.446	 7.43	 0.88	11.76	  2245
UBC_483          	133.744	-47.420	  11	 -5.074	  4.415	 0.521	     	     	     	
UBC_486          	139.738	-50.555	  33	 -8.190	  6.933	 0.659	 7.82	 0.87	10.86	  1483
UBC_487          	139.691	-51.600	  36	 -5.812	  4.140	 0.499	 7.42	 1.39	11.31	  1826
UBC_488          	139.767	-53.576	  27	 -4.349	  4.157	 0.121	 8.28	 1.75	13.66	  5400
UBC_489          	141.158	-53.069	  81	 -4.954	  3.807	 0.324	 7.02	 1.31	12.23	  2792
UBC_49           	060.217	+59.198	  47	 -1.786	 -1.302	 0.344	 9.42	 1.84	12.22	  2774
UBC_490          	140.563	-53.872	  47	 -4.397	  4.029	 0.337	 7.60	 1.27	12.19	  2743
UBC_491          	142.884	-53.001	  84	 -4.393	  3.322	 0.245	 8.26	 2.01	12.87	  3755
UBC_492          	148.736	-50.951	  29	 -6.860	  4.997	 0.390	 7.77	 1.26	12.10	  2627
UBC_493          	141.180	-57.341	  25	 -7.442	  5.693	 0.565	 8.96	 0.55	11.24	  1772
UBC_494          	143.863	-57.313	  45	 -5.181	  3.687	 0.227	 8.84	 1.79	12.74	  3524
UBC_495          	144.977	-57.294	  48	 -4.770	  3.773	 0.222	 8.61	 1.22	12.88	  3773
UBC_496          	159.693	-54.247	  21	 -7.889	  1.450	 0.571	 7.88	 0.37	11.09	  1651
UBC_497          	158.003	-57.010	  67	 -9.690	  4.373	 0.522	     	     	     	
UBC_498          	155.086	-59.657	  31	 -6.024	  2.842	 0.295	 8.61	 0.84	12.33	  2924
UBC_499          	158.639	-59.752	  24	 -6.543	  2.810	 0.396	 7.72	 0.76	11.86	  2349
UBC_5            	238.548	-47.740	  29	 -6.695	 -4.225	 1.785	 8.30	 0.26	 8.71	   551
UBC_500          	162.663	-55.845	  29	 -7.308	  3.001	 0.370	 8.40	 1.03	12.05	  2575
UBC_502          	159.583	-59.540	  28	 -5.712	  2.068	 0.541	 8.60	 0.51	11.24	  1767
UBC_503          	156.274	-62.321	  21	 -7.424	  5.209	 0.464	 9.19	 0.54	11.62	  2108
UBC_504          	159.738	-61.099	  33	 -5.743	  2.921	 0.174	 7.05	 1.15	13.42	  4824
UBC_505          	160.939	-60.107	  34	 -5.926	  2.205	 0.295	 8.78	 0.28	12.73	  3511
UBC_506          	159.233	-62.035	  35	 -6.166	  3.413	 0.299	 8.43	 0.79	12.66	  3399
UBC_507          	162.594	-61.437	  25	 -6.457	  2.929	 0.145	 8.22	 1.05	13.38	  4731
UBC_508          	164.106	-60.489	  63	 -5.194	  2.280	 0.138	 9.08	 1.62	13.30	  4581
UBC_509          	164.064	-61.089	  25	 -6.586	  2.363	 0.287	 8.77	 0.57	12.67	  3420
UBC_51           	059.648	+52.560	  34	 -0.279	 -1.275	 0.879	 7.00	 0.79	10.11	  1051
UBC_510          	163.234	-62.747	  24	 -5.675	  2.080	 0.180	 7.19	 1.48	13.22	  4395
UBC_511          	151.935	-70.747	  35	 -6.671	  6.191	 0.749	 8.73	 0.39	10.53	  1273
UBC_512          	166.386	-60.466	 114	 -6.246	  1.919	 0.209	 8.47	 0.81	12.71	  3488
UBC_513          	171.342	-61.446	  16	 -5.616	  0.539	 0.364	 8.31	 0.93	12.07	  2599
UBC_514          	158.561	-73.324	  26	 -6.926	  1.087	 0.504	 9.35	 0.73	11.34	  1850
UBC_515          	179.311	-62.968	  30	 -6.147	  0.691	 0.239	 6.91	 1.53	12.77	  3580
UBC_516          	182.541	-62.330	  24	 -4.784	  0.490	 0.272	 8.46	 1.37	12.52	  3186
UBC_517          	182.482	-63.791	  53	 -5.685	  0.008	 0.392	 7.35	 0.77	11.85	  2348
UBC_518          	184.560	-62.969	  21	 -5.564	  0.091	 0.265	 7.48	 1.61	12.66	  3404
UBC_519          	185.454	-60.400	  27	 -5.635	  0.905	 0.299	 8.81	 1.45	12.19	  2746
UBC_52           	064.728	+52.344	  32	 -0.868	  0.616	 0.401	 9.01	 1.56	11.73	  2215
UBC_520          	186.083	-66.672	  25	 -4.872	 -0.095	 0.492	 8.90	 1.23	11.35	  1866
UBC_521          	187.576	-64.160	  45	 -8.453	 -0.851	 0.322	 8.97	 1.66	12.07	  2594
UBC_522          	190.822	-61.627	  57	 -4.447	 -1.154	 0.396	 7.18	 2.22	11.93	  2435
UBC_523          	191.630	-66.205	  18	 -5.078	  0.033	 0.311	 8.22	 1.56	12.62	  3337
UBC_524          	192.623	-60.996	  43	 -6.534	 -0.832	 0.267	 8.92	 1.07	12.42	  3046
UBC_525          	196.023	-63.941	  54	 -4.202	 -1.219	 0.436	 7.07	 2.26	11.79	  2279
UBC_526          	199.664	-62.523	  17	 -4.158	 -1.833	 0.452	 7.26	 1.46	11.47	  1969
UBC_527          	204.529	-66.651	  33	 -7.503	 -2.654	 0.553	 8.40	 0.79	11.14	  1687
UBC_528          	204.627	-61.607	  30	 -4.819	 -1.793	 0.252	 9.43	 0.83	12.90	  3795
UBC_529          	205.412	-61.922	 119	 -7.326	 -2.563	 0.285	 8.22	 2.60	12.29	  2875
UBC_53           	059.821	+47.395	  47	  0.666	 -2.965	 0.600	 8.68	 1.67	11.14	  1692
UBC_531          	211.837	-63.076	  32	 -5.216	 -2.916	 0.349	 7.91	 1.64	12.15	  2691
UBC_532          	226.476	-62.239	  16	 -2.409	 -3.214	 0.485	 7.56	 2.62	11.54	  2035
UBC_533          	230.274	-53.179	  23	 -1.690	 -1.345	 0.791	 7.95	 0.75	10.44	  1226
UBC_534          	238.697	-57.868	  25	 -1.443	 -3.598	 0.565	 7.92	 0.95	11.06	  1626
UBC_535          	237.584	-56.758	  28	 -3.938	 -4.544	 0.300	 7.25	 2.16	12.28	  2862
UBC_536          	237.680	-55.632	  21	 -3.355	 -4.770	 0.498	 7.51	 2.96	11.49	  1982
UBC_537          	242.896	-53.037	  64	 -2.435	 -2.018	 0.290	 9.34	 0.69	12.60	  3316
UBC_538          	242.592	-52.339	 122	 -2.895	 -4.245	 0.322	 8.80	 2.67	12.21	  2772
UBC_539          	243.053	-51.471	  26	 -1.617	 -1.936	 0.418	 7.73	 1.58	11.91	  2404
UBC_54           	064.747	+46.453	 143	  3.320	 -3.758	 0.879	 8.40	 0.98	10.22	  1105
UBC_540          	243.758	-51.688	  78	 -3.567	 -4.015	 0.303	 7.64	 2.24	12.26	  2828
UBC_541          	243.015	-50.188	  61	 -2.688	 -2.785	 0.391	 7.34	 2.78	11.82	  2309
UBC_542          	244.575	-49.487	  52	 -0.380	 -1.326	 0.554	 8.10	 1.84	11.25	  1777
UBC_545          	248.527	-48.881	  37	 -1.095	 -2.721	 0.332	 7.55	 2.13	12.05	  2575
UBC_546          	253.687	-48.459	  23	 -1.276	 -2.691	 0.496	 8.53	 2.17	11.27	  1796
UBC_547          	251.640	-47.103	 175	 -0.744	 -2.007	 0.312	 7.18	 1.63	12.18	  2726
UBC_548          	250.353	-46.110	  34	 -2.116	 -3.884	 0.407	 8.62	 2.27	11.88	  2379
UBC_549          	252.156	-46.965	  20	 -0.807	 -1.925	 0.311	 7.93	 1.92	12.31	  2895
UBC_55           	066.364	+46.122	  56	 -1.067	 -2.604	 1.079	 7.53	 1.38	 9.76	   896
UBC_550          	252.650	-45.070	  39	 -2.564	 -4.136	 0.370	 7.67	 2.42	12.07	  2589
UBC_552          	254.724	-42.060	  39	 -0.162	 -0.387	 0.355	 7.05	 3.19	11.94	  2446
UBC_553          	253.510	-41.271	  38	 -0.551	 -1.811	 0.581	 7.12	 1.36	11.00	  1583
UBC_554          	256.116	-41.670	  40	 -0.594	 -0.899	 0.527	 7.78	 2.17	11.28	  1801
UBC_555          	256.582	-41.582	  25	 -0.684	 -0.511	 0.556	 8.72	 2.54	11.11	  1667
UBC_556          	259.305	-41.523	  33	  0.107	 -0.738	 0.546	 8.68	 2.28	11.20	  1740
UBC_557          	256.181	-38.983	  30	  1.456	 -0.400	 0.630	 8.16	 1.36	11.04	  1617
UBC_558          	259.353	-40.276	 130	 -0.734	 -1.952	 0.342	 6.86	 3.23	12.26	  2833
UBC_559          	259.123	-39.699	 117	 -0.493	 -1.409	 0.386	 7.06	 3.10	11.66	  2144
UBC_56           	069.874	+47.534	  72	  1.594	 -4.008	 1.118	 8.78	 1.59	 9.75	   891
UBC_560          	254.821	-36.071	  26	  0.752	 -0.667	 0.650	 8.80	 1.50	10.80	  1445
UBC_561          	261.208	-37.497	  31	  0.166	 -3.931	 0.600	 8.43	 2.17	11.02	  1602
UBC_562          	262.776	-37.891	  54	 -0.155	 -2.621	 0.403	 7.07	 3.40	11.94	  2440
UBC_563          	256.749	-30.673	  20	 -0.528	 -4.161	 0.891	 8.28	 1.23	10.17	  1081
UBC_564          	263.999	-34.645	  50	 -0.234	 -1.719	 0.373	 7.41	 3.02	11.90	  2396
UBC_565          	264.004	-33.908	  79	 -0.138	 -1.467	 0.396	 6.96	 3.16	11.81	  2299
UBC_566          	263.681	-33.102	 144	  0.252	 -0.517	 0.378	     	     	     	
UBC_568          	262.951	-31.915	  50	 -0.853	 -1.813	 0.327	 6.75	 3.60	12.03	  2545
UBC_57           	062.981	+42.723	  36	  3.234	 -2.274	 0.480	 9.18	 1.11	11.60	  2090
UBC_571          	267.346	-29.574	  29	 -1.070	 -2.876	 0.334	 7.55	 2.86	12.07	  2599
UBC_572          	280.417	-21.959	  23	  0.999	 -0.630	 0.647	 9.28	 1.10	10.92	  1527
UBC_573          	275.017	-09.460	  17	 -0.179	 -4.474	 0.532	 8.64	 1.95	11.19	  1728
UBC_575          	290.994	-05.102	   9	 -0.303	 -5.180	 0.915	     	     	     	
UBC_576          	284.685	+00.433	  17	 -0.754	 -3.550	 0.744	 7.89	 2.48	10.61	  1322
UBC_577          	282.158	+22.091	   9	 -1.038	  3.065	 0.997	 9.44	 0.00	10.25	  1122
UBC_578          	301.607	+33.015	  13	 -2.708	 -4.951	 0.182	 7.34	 2.53	13.21	  4393
UBC_579          	305.890	+32.000	  10	 -1.950	 -3.613	 0.357	     	     	     	
UBC_580          	303.206	+35.920	  46	 -2.401	 -4.500	 0.242	     	     	     	
UBC_582          	299.833	+38.551	  11	 -3.060	 -7.856	 0.895	 7.80	 0.42	10.05	  1022
UBC_583          	303.735	+36.659	  55	 -3.393	 -5.135	 0.268	 7.94	 1.71	12.34	  2943
UBC_584          	304.213	+41.983	  15	 -3.678	 -4.135	 0.540	 7.15	 2.70	11.12	  1674
UBC_585          	307.000	+40.548	  18	 -2.829	 -5.528	 0.663	 8.08	 2.28	11.00	  1585
UBC_586          	301.081	+46.800	  36	 -3.750	 -4.912	 0.343	 9.04	 1.11	12.06	  2578
UBC_587          	311.587	+43.690	  26	 -2.860	 -4.837	 0.286	 7.16	 3.11	12.19	  2735
UBC_588          	311.555	+45.417	  23	 -2.347	 -2.642	 0.566	 7.86	 2.44	11.25	  1777
UBC_589          	316.931	+45.316	  10	 -3.149	 -3.870	 0.203	     	     	     	
UBC_59           	082.239	+48.043	  76	  0.682	 -1.996	 0.390	 8.69	 0.95	12.06	  2585
UBC_590          	313.824	+47.579	  13	 -3.134	 -4.102	 0.222	 7.07	 3.37	12.90	  3802
UBC_591          	325.003	+49.324	   6	 -3.506	 -4.848	 0.490	     	     	     	
UBC_592          	332.209	+53.001	  19	 -3.366	 -3.500	 0.273	 7.92	 0.99	12.53	  3212
UBC_593          	346.355	+55.082	  11	 -2.438	 -3.693	 0.513	     	     	     	
UBC_594          	359.482	+61.449	  15	 -1.992	 -0.548	 0.209	 8.18	 1.64	13.02	  4016
UBC_595          	359.831	+62.450	  32	 -1.244	 -0.644	 0.213	 8.43	 1.50	12.97	  3927
UBC_596          	003.360	+53.832	  12	 -2.193	 -0.973	 0.527	 8.15	 0.32	11.32	  1837
UBC_597          	001.959	+62.984	  20	 -3.495	 -0.779	 0.266	 8.14	 1.23	12.58	  3287
UBC_598          	010.697	+64.764	  13	 -2.466	 -0.096	 0.297	     	     	     	
UBC_599          	011.683	+60.073	   9	 -1.176	 -0.217	 0.169	     	     	     	
UBC_6            	344.010	+51.187	  76	 -4.644	 -4.896	 0.676	 8.87	 0.64	10.87	  1493
UBC_600          	020.774	+64.540	  84	 -1.181	  0.118	 0.161	 7.50	 2.39	12.61	  3333
UBC_601          	020.338	+62.509	  17	 -1.859	 -0.299	 0.292	     	     	     	
UBC_602          	024.555	+60.720	   3	 -1.042	 -0.275	 0.302	     	     	     	
UBC_603          	026.858	+54.711	  48	 -0.844	 -1.261	 0.275	 7.63	 0.41	12.30	  2887
UBC_604          	032.546	+65.420	  29	 -0.728	  0.486	 0.327	 7.19	 2.60	12.39	  3000
UBC_605          	066.026	+75.816	  19	  1.354	 -0.770	 0.332	     	     	     	
UBC_607          	047.731	+50.297	  21	 -1.212	 -0.310	 0.197	 9.22	 1.82	13.63	  5318
UBC_608          	061.358	+55.926	  48	 -0.182	  0.044	 0.138	 7.31	 1.95	13.66	  5383
UBC_609          	065.262	+53.069	 228	  0.474	 -0.667	 0.198	 6.75	 2.38	12.81	  3645
UBC_61           	075.067	+36.230	  52	  2.079	 -2.170	 0.743	 8.92	 1.24	10.59	  1314
UBC_610          	091.415	+55.834	  14	  0.730	 -1.996	 0.292	     	     	     	
UBC_611          	071.049	+41.675	   7	  0.122	 -1.062	 0.322	     	     	     	
UBC_612          	079.833	+40.140	  16	  0.335	 -0.685	 0.133	 7.21	 1.51	13.74	  5607
UBC_613          	079.976	+38.975	  16	  0.268	 -0.664	 0.171	 8.14	 1.40	13.00	  3986
UBC_614          	080.099	+30.241	  21	  0.864	 -0.741	 0.532	 9.21	 0.60	11.33	  1844
UBC_615          	104.880	+33.154	  17	 -0.313	 -2.478	 0.319	 9.29	 0.37	12.47	  3116
UBC_616          	106.990	+19.939	  24	 -1.322	 -0.722	 0.314	 8.91	 0.22	12.25	  2817
UBC_617          	094.739	+10.121	  12	 -1.377	 -0.200	 0.445	 9.30	 0.60	11.89	  2392
UBC_618          	096.241	+07.617	  35	  0.251	  0.062	 0.132	 8.86	 0.90	13.50	  5004
UBC_619          	111.692	+13.116	  23	 -0.616	 -0.672	 0.304	 9.40	 0.25	12.51	  3179
UBC_620          	097.923	+02.501	  17	 -1.615	 -0.203	 0.659	 7.70	 1.42	10.80	  1443
UBC_622          	111.743	+09.299	  17	 -1.081	  0.169	 0.288	 8.88	 0.41	12.58	  3287
UBC_623          	118.391	+07.739	  18	 -1.243	 -0.657	 0.352	 9.21	 0.05	12.09	  2623
UBC_624          	119.227	+07.984	  26	 -0.838	 -1.086	 0.406	 9.30	 0.24	12.04	  2563
UBC_625          	119.119	+06.342	   8	 -1.657	 -1.302	 0.400	     	     	     	
UBC_626          	106.476	-02.304	  25	 -1.180	  0.800	 0.215	 8.88	 0.51	13.09	  4141
UBC_627          	120.007	+01.469	  16	 -1.976	  0.339	 0.382	 9.32	 0.12	12.12	  2651
UBC_628          	107.153	-06.212	  22	 -0.535	  0.555	 0.161	 9.20	 0.57	13.43	  4853
UBC_629          	121.070	-03.797	  16	 -2.262	  0.094	 0.315	 9.52	 0.02	12.38	  2998
UBC_63           	079.664	+37.815	  26	  1.096	 -3.516	 0.649	 7.78	 0.45	10.95	  1546
UBC_630          	112.836	-12.699	  15	 -2.620	  2.660	 0.420	 8.10	 0.48	11.73	  2216
UBC_631          	112.709	-14.148	   9	 -1.381	  1.633	 0.195	     	     	     	
UBC_632          	121.590	-09.602	  19	 -2.471	  1.729	 0.264	     	     	     	
UBC_633          	112.824	-15.429	  16	 -1.343	  1.477	 0.173	 7.14	 1.82	13.75	  5629
UBC_634          	109.928	-18.975	  16	 -1.698	  1.406	 0.321	 8.25	 0.58	12.35	  2952
UBC_636          	118.829	-24.320	  14	 -1.957	  1.838	 0.324	 8.25	 0.66	12.28	  2852
UBC_637          	123.755	-22.189	  28	 -2.149	  2.021	 0.183	 9.22	 0.33	13.35	  4684
UBC_638          	123.753	-22.201	  10	 -2.116	  2.002	 0.088	 9.20	 0.55	13.95	  6167
UBC_639          	117.422	-26.833	  11	 -2.121	  2.706	 0.148	     	     	     	
UBC_640          	120.586	-27.873	  39	 -2.483	  3.152	 0.185	 7.94	 0.71	13.36	  4692
UBC_641          	116.010	-31.135	  12	 -2.331	  3.232	 0.248	     	     	     	
UBC_642          	130.420	-22.955	  14	 -3.050	  2.815	 0.319	     	     	     	
UBC_643          	120.500	-34.388	  18	 -1.471	  2.138	 0.215	     	     	     	
UBC_644          	122.523	-34.046	  17	 -2.596	  2.700	 0.198	 8.35	 0.97	13.06	  4086
UBC_645          	123.855	-33.814	  39	 -2.198	  3.124	 0.166	 8.97	 0.30	13.51	  5034
UBC_646          	124.111	-34.057	  20	 -2.529	  3.280	 0.105	 7.36	 0.67	14.02	  6358
UBC_647          	116.643	-48.192	  13	 -2.243	  1.694	 0.643	 8.95	 0.27	10.87	  1494
UBC_648          	142.543	-34.136	  19	 -4.289	  1.811	 0.172	 9.35	 0.46	13.53	  5085
UBC_649          	147.701	-34.344	  11	 -5.623	  2.354	 0.441	     	     	     	
UBC_650          	145.123	-49.685	  20	 -4.694	  3.256	 0.264	 7.89	 0.78	12.42	  3053
UBC_651          	148.412	-55.756	  18	 -5.020	  2.724	 0.244	 8.20	 2.54	12.96	  3907
UBC_652          	162.381	-54.711	  20	 -7.224	  3.803	 0.363	 7.00	 0.70	12.03	  2542
UBC_653          	160.101	-59.000	  37	 -7.472	  3.012	 0.383	 7.49	 0.77	12.00	  2510
UBC_654          	159.284	-59.875	 114	 -5.713	  2.491	 0.231	 6.95	 1.53	13.10	  4159
UBC_655          	158.084	-62.941	  10	 -5.786	  2.739	 0.282	     	     	     	
UBC_656          	160.876	-61.098	   9	 -5.963	  2.707	 0.209	     	     	     	
UBC_657          	161.796	-61.144	  19	 -5.486	  2.580	 0.171	     	     	     	
UBC_659          	167.285	-60.687	  19	 -6.297	  1.387	 0.367	 7.44	 1.09	11.86	  2352
UBC_660          	168.369	-59.705	  17	 -6.692	  0.622	 0.439	 9.00	 1.18	11.59	  2077
UBC_661          	168.158	-61.132	  16	 -5.847	  1.280	 0.423	     	     	     	
UBC_662          	178.897	-61.532	  36	 -6.729	  1.352	 0.198	 7.64	 2.19	13.14	  4249
UBC_663          	182.773	-63.626	   7	 -5.724	 -0.053	 0.361	     	     	     	
UBC_664          	226.132	-60.862	  24	 -4.362	 -3.377	 0.296	 7.61	 1.62	12.38	  2993
UBC_665          	242.167	-51.407	  11	 -2.216	 -4.224	 0.480	 8.22	 2.47	11.50	  1992
UBC_666          	244.723	-51.594	  15	 -3.281	 -4.543	 0.193	 7.52	 3.14	13.02	  4025
UBC_667          	247.745	-48.386	  28	 -1.679	 -3.500	 0.326	 7.53	 2.21	12.31	  2902
UBC_668          	250.674	-48.010	  21	 -0.538	 -1.053	 0.307	 8.71	 2.71	12.15	  2693
UBC_669          	251.810	-46.665	 103	 -1.767	 -4.081	 0.374	 8.47	 1.90	11.88	  2378
UBC_670          	253.093	-44.432	  10	  0.293	 -1.092	 0.497	     	     	     	
UBC_671          	253.992	-43.207	  47	 -0.844	 -2.418	 0.371	 8.23	 2.32	11.83	  2320
UBC_672          	253.128	-41.525	  15	 -0.645	 -2.009	 0.565	 7.02	 1.14	11.01	  1595
UBC_68           	091.180	+36.784	  54	 -0.512	 -1.711	 0.441	 8.33	 0.71	11.87	  2366
UBC_7            	106.786	-37.729	  77	 -9.703	  6.982	 3.558	 7.50	 0.10	 7.21	   276
UBC_72           	090.986	+26.651	  77	  0.342	 -0.005	 0.520	 8.69	 0.97	11.41	  1912
UBC_73           	095.381	+26.913	  50	  0.455	 -3.210	 0.448	 8.59	 0.56	11.66	  2146
UBC_74           	095.461	+22.419	  65	  1.076	 -2.616	 0.356	 8.64	 1.38	12.05	  2570
UBC_76           	088.994	+17.328	  24	  0.126	 -1.124	 0.573	 7.57	 0.59	11.19	  1729
UBC_77           	089.190	+16.997	  37	  0.357	 -1.239	 0.588	 7.70	 0.55	11.12	  1674
UBC_8            	084.519	+57.124	 103	 -3.149	 -3.989	 2.052	 8.70	 0.79	 8.49	   497
UBC_80           	091.613	+08.745	  30	 -0.499	 -0.923	 0.457	 7.47	 0.47	11.60	  2085
UBC_82           	095.878	+08.369	  36	  1.318	 -2.305	 0.424	 8.44	 0.67	11.84	  2336
UBC_83           	097.561	+07.335	  51	 -1.067	  0.388	 0.483	 8.18	 0.85	11.62	  2105
UBC_84           	015.429	+61.720	  55	 -1.536	 -0.978	 0.370	 7.68	 1.61	12.12	  2650
UBC_85           	018.644	+57.816	  33	 -3.697	 -0.615	 0.361	 7.93	 1.10	12.08	  2608
UBC_86           	033.033	+57.619	  71	 -0.847	 -0.974	 0.343	 7.64	 1.16	12.03	  2544
UBC_87           	060.530	+56.419	  36	  0.791	 -1.324	 0.389	 7.62	 1.71	11.98	  2491
UBC_88           	058.170	+45.969	  88	 -1.421	 -2.926	 1.002	 7.72	 1.05	 9.89	   951
UBC_9            	276.544	+26.432	  25	  0.651	 -5.404	 2.869	 7.42	 0.15	 7.74	   353
UBC_90           	097.208	+14.921	  53	  1.245	 -1.348	 0.336	 8.69	 1.14	12.32	  2913
UBC_91           	267.433	-28.761	  83	 -0.587	 -1.126	 0.420	 8.36	 1.28	11.71	  2195
UBC_92           	269.883	-26.655	 105	  2.116	  0.406	 0.370	 8.48	 2.28	11.87	  2370
UBC_93           	268.575	-25.399	  52	 -0.923	 -1.875	 0.334	 8.91	 2.69	11.93	  2432
UBC_94           	269.643	-24.646	  41	 -1.652	 -4.451	 0.747	 8.45	 1.32	10.53	  1276
UBC_95           	268.252	-22.171	  84	 -0.156	 -1.298	 0.492	 8.60	 2.15	11.61	  2101
UBC_96           	273.777	-16.314	  41	  0.653	  0.912	 0.616	 8.22	 0.95	10.96	  1554
UBC_97           	274.782	-15.722	  33	 -0.872	 -1.161	 0.736	 8.08	 1.16	10.69	  1377
UFMG_1           	236.593	-56.792	 128	 -1.630	 -3.196	 0.360	 8.43	 2.38	11.90	  2398
UFMG_2           	237.585	-55.961	 462	 -4.425	 -3.048	 0.357	 9.11	 2.86	11.74	  2228
UFMG_3           	238.115	-55.419	 205	 -1.037	 -2.225	 0.461	 8.29	 2.25	11.45	  1949
UPK_108          	315.551	+29.997	  28	  1.073	 -4.748	 1.173	 7.61	 0.27	 9.57	   820
UPK_113          	317.505	+34.347	  35	  2.169	 -2.418	 1.434	 7.69	 0.15	 9.28	   717
UPK_119          	308.572	+43.326	  24	 -0.644	 -1.960	 1.274	 9.19	 0.71	 9.42	   765
UPK_12           	288.805	-22.143	  47	  0.579	 -6.680	 1.541	 8.30	 0.22	 8.99	   628
UPK_126          	311.768	+43.816	  34	 -1.467	 -1.964	 1.177	 7.13	 1.68	 9.51	   796
UPK_13           	282.007	-18.281	  86	 -1.131	 -4.104	 1.063	 8.25	 0.67	 9.89	   950
UPK_131          	315.517	+45.391	  42	  2.833	 -1.080	 1.013	 8.73	 1.11	 9.92	   964
UPK_136          	322.841	+43.441	  56	  0.012	 -0.591	 1.533	 8.06	 0.31	 8.99	   626
UPK_137          	306.015	+54.152	  24	 -2.289	 -6.064	 1.166	 7.71	 0.35	 9.54	   809
UPK_143          	319.134	+49.942	 110	  1.066	 -2.434	 1.121	 8.41	 2.00	 9.80	   912
UPK_150          	319.474	+54.516	  67	 -4.243	 -3.975	 0.996	 7.41	 1.92	10.07	  1031
UPK_152          	319.315	+56.250	  11	  3.655	 -1.208	 1.324	     	     	     	
UPK_155          	311.731	+60.867	  42	 -2.255	 -3.856	 1.096	 8.33	 0.69	 9.62	   838
UPK_16           	287.360	-19.110	   8	 -0.428	 -5.166	 1.196	     	     	     	
UPK_166          	339.203	+46.927	 204	 -0.907	 -3.229	 1.508	 7.43	 0.27	 9.09	   658
UPK_167          	337.143	+49.814	 156	  1.549	 -0.029	 1.820	 8.09	 0.40	 8.74	   559
UPK_168          	343.832	+43.350	 170	 -0.528	 -3.974	 1.654	 7.56	 0.60	 8.90	   602
UPK_169          	326.718	+59.915	  52	 -2.004	 -2.400	 1.155	 7.14	 1.47	 9.78	   904
UPK_17           	279.741	-15.034	  87	  0.894	 -7.856	 1.479	 8.73	 1.38	 9.31	   726
